"P_ID","Record Type","Permit Type","Primary","Record Status","Record Date Opened","Record Date Status","Date Updated","Date Assigned","Date Status","Date Due","Task","Status","Task Active","Planner F","Planner L","Description","Notes","Address"
"Y21-079","Planning Project","Design Review Residential","Yes","Approved","8/10/2021 12:00:00 AM","4/6/2022 12:00:00 AM","2/22/2022 9:58:15 AM","2/11/2022 12:00:00 AM","2/18/2022 12:00:00 AM","3/4/2022 12:00:00 AM","Resubmittal","Route for Review","N","Haley","Croffoot","HOLDEN SENIOR LIVING FACILITY","","1220 ROSSMOOR PW, WALCR, CA "
"Y21-079","Planning Project","Design Review Residential","Yes","Approved","8/10/2021 12:00:00 AM","4/6/2022 12:00:00 AM","4/3/2022 1:21:48 PM","2/25/2022 12:00:00 AM","4/3/2022 12:00:00 AM","3/10/2022 12:00:00 AM","Engineering Review","No Comments","N","Mary Ann","Bonifacio","HOLDEN SENIOR LIVING FACILITY","","1220 ROSSMOOR PW, WALCR, CA "
"Y21-079","Planning Project","Design Review Residential","Yes","Approved","8/10/2021 12:00:00 AM","4/6/2022 12:00:00 AM","4/19/2022 9:44:38 AM","2/22/2022 12:00:00 AM","3/10/2022 12:00:00 AM","3/24/2022 12:00:00 AM","Planning Review","No Comments","N","Haley","Croffoot","HOLDEN SENIOR LIVING FACILITY","","1220 ROSSMOOR PW, WALCR, CA "
"Y21-079","Planning Project","Design Review Residential","Yes","Approved","8/10/2021 12:00:00 AM","4/6/2022 12:00:00 AM","4/19/2022 9:44:56 AM","4/19/2022 12:00:00 AM","3/11/2022 12:00:00 AM","4/19/2022 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Haley","Croffoot","HOLDEN SENIOR LIVING FACILITY","","1220 ROSSMOOR PW, WALCR, CA "
"Y21-079","Planning Project","Design Review Residential","Yes","Approved","8/10/2021 12:00:00 AM","4/6/2022 12:00:00 AM","4/19/2022 9:45:04 AM","4/19/2022 12:00:00 AM","4/19/2022 12:00:00 AM","4/19/2022 12:00:00 AM","Staff Analysis","Set for Hearing","N","Haley","Croffoot","HOLDEN SENIOR LIVING FACILITY","","1220 ROSSMOOR PW, WALCR, CA "
"Y21-079","Planning Project","Design Review Residential","Yes","Approved","8/10/2021 12:00:00 AM","4/6/2022 12:00:00 AM","4/19/2022 9:45:27 AM","4/19/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/19/2022 12:00:00 AM","Design Review Commission","Approved","N","Haley","Croffoot","HOLDEN SENIOR LIVING FACILITY","","1220 ROSSMOOR PW, WALCR, CA "
"Y21-079","Planning Project","Design Review Residential","Yes","Approved","8/10/2021 12:00:00 AM","4/6/2022 12:00:00 AM","4/19/2022 9:45:40 AM","4/19/2022 12:00:00 AM","4/6/2022 12:00:00 AM","4/19/2022 12:00:00 AM","Close Out","Approved","Y","Haley","Croffoot","HOLDEN SENIOR LIVING FACILITY","","1220 ROSSMOOR PW, WALCR, CA "
"Y21-080","Planning Project","ZCL","Yes","Approved - Closed","8/17/2021 12:00:00 AM","9/9/2021 12:00:00 AM","8/17/2021 12:20:50 PM","8/17/2021 12:00:00 AM","8/17/2021 12:00:00 AM","9/7/2021 12:00:00 AM","Intake Review","Application Accepted","N","Gerardo","Victoria","T-MOBILE WIRELESS ANTENNAS","","401 WALNUT AVE, WALCR, CA 94598"
"Y21-080","Planning Project","ZCL","Yes","Approved - Closed","8/17/2021 12:00:00 AM","9/9/2021 12:00:00 AM","9/9/2021 11:33:29 AM","","9/9/2021 12:00:00 AM","9/9/2021 1:33:29 PM","CEQA Review","Not a Project Under CEQA","Y","Gerardo","Victoria","T-MOBILE WIRELESS ANTENNAS","","401 WALNUT AVE, WALCR, CA 94598"
"Y21-080","Planning Project","ZCL","Yes","Approved - Closed","8/17/2021 12:00:00 AM","9/9/2021 12:00:00 AM","9/9/2021 11:33:44 AM","8/17/2021 12:00:00 AM","9/9/2021 12:00:00 AM","9/16/2021 12:00:00 AM","Planning Review","Assigned - Notify Applicant","Y","Gerardo","Victoria","T-MOBILE WIRELESS ANTENNAS","","401 WALNUT AVE, WALCR, CA 94598"
"Y21-080","Planning Project","ZCL","Yes","Approved - Closed","8/17/2021 12:00:00 AM","9/9/2021 12:00:00 AM","9/9/2021 11:33:53 AM","9/9/2021 12:00:00 AM","9/9/2021 12:00:00 AM","9/16/2021 12:00:00 AM","Planning Review","Assigned - Notify Applicant","Y","Gerardo","Victoria","T-MOBILE WIRELESS ANTENNAS","","401 WALNUT AVE, WALCR, CA 94598"
"Y21-080","Planning Project","ZCL","Yes","Approved - Closed","8/17/2021 12:00:00 AM","9/9/2021 12:00:00 AM","9/9/2021 11:33:59 AM","9/9/2021 12:00:00 AM","9/9/2021 12:00:00 AM","9/16/2021 12:00:00 AM","Planning Review","Comments","N","Gerardo","Victoria","T-MOBILE WIRELESS ANTENNAS","","401 WALNUT AVE, WALCR, CA 94598"
"Y21-080","Planning Project","ZCL","Yes","Approved - Closed","8/17/2021 12:00:00 AM","9/9/2021 12:00:00 AM","9/9/2021 11:34:15 AM","9/9/2021 12:00:00 AM","9/9/2021 12:00:00 AM","9/9/2021 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Gerardo","Victoria","T-MOBILE WIRELESS ANTENNAS","","401 WALNUT AVE, WALCR, CA 94598"
"Y21-080","Planning Project","ZCL","Yes","Approved - Closed","8/17/2021 12:00:00 AM","9/9/2021 12:00:00 AM","9/9/2021 11:34:25 AM","9/9/2021 12:00:00 AM","9/9/2021 12:00:00 AM","9/9/2021 12:00:00 AM","Staff Analysis","Staff Level Decision","N","Gerardo","Victoria","T-MOBILE WIRELESS ANTENNAS","","401 WALNUT AVE, WALCR, CA 94598"
"Y21-080","Planning Project","ZCL","Yes","Approved - Closed","8/17/2021 12:00:00 AM","9/9/2021 12:00:00 AM","9/9/2021 11:34:38 AM","9/9/2021 12:00:00 AM","9/9/2021 12:00:00 AM","9/9/2021 12:00:00 AM","Staff Level Decision","Approved","N","Gerardo","Victoria","T-MOBILE WIRELESS ANTENNAS","","401 WALNUT AVE, WALCR, CA 94598"
"Y21-080","Planning Project","ZCL","Yes","Approved - Closed","8/17/2021 12:00:00 AM","9/9/2021 12:00:00 AM","9/9/2021 11:34:45 AM","9/9/2021 12:00:00 AM","9/9/2021 12:00:00 AM","9/9/2021 12:00:00 AM","Close Out","Approved - Closed","N","Gerardo","Victoria","T-MOBILE WIRELESS ANTENNAS","","401 WALNUT AVE, WALCR, CA 94598"
"Y21-082","Planning Project","ZCL","Yes","Approved - Closed","8/17/2021 12:00:00 AM","10/28/2021 12:00:00 AM","8/17/2021 3:13:24 PM","8/17/2021 12:00:00 AM","8/17/2021 12:00:00 AM","9/7/2021 12:00:00 AM","Intake Review","Application Accepted","N","Gerardo","Victoria","DIRITO BROS ZCL","","2020 N MAIN ST, WALCR, CA "
"Y21-082","Planning Project","ZCL","Yes","Approved - Closed","8/17/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 8:52:18 AM","","10/28/2021 12:00:00 AM","10/28/2021 10:52:17 AM","CEQA Review","Not a Project Under CEQA","Y","Gerardo","Victoria","DIRITO BROS ZCL","","2020 N MAIN ST, WALCR, CA "
"Y21-082","Planning Project","ZCL","Yes","Approved - Closed","8/17/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 8:52:33 AM","8/17/2021 12:00:00 AM","10/28/2021 12:00:00 AM","9/16/2021 12:00:00 AM","Planning Review","Assigned - Notify Applicant","Y","Gerardo","Victoria","DIRITO BROS ZCL","","2020 N MAIN ST, WALCR, CA "
"Y21-082","Planning Project","ZCL","Yes","Approved - Closed","8/17/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 8:52:39 AM","10/28/2021 12:00:00 AM","10/28/2021 12:00:00 AM","9/16/2021 12:00:00 AM","Planning Review","Comments","N","Gerardo","Victoria","DIRITO BROS ZCL","","2020 N MAIN ST, WALCR, CA "
"Y21-082","Planning Project","ZCL","Yes","Approved - Closed","8/17/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 8:52:46 AM","10/28/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Gerardo","Victoria","DIRITO BROS ZCL","","2020 N MAIN ST, WALCR, CA "
"Y21-082","Planning Project","ZCL","Yes","Approved - Closed","8/17/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 8:52:55 AM","10/28/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 12:00:00 AM","Staff Analysis","Staff Level Decision","N","Gerardo","Victoria","DIRITO BROS ZCL","","2020 N MAIN ST, WALCR, CA "
"Y21-082","Planning Project","ZCL","Yes","Approved - Closed","8/17/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 8:53:02 AM","10/28/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 12:00:00 AM","Staff Level Decision","Approved","N","Gerardo","Victoria","DIRITO BROS ZCL","","2020 N MAIN ST, WALCR, CA "
"Y21-082","Planning Project","ZCL","Yes","Approved - Closed","8/17/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 8:53:11 AM","10/28/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 12:00:00 AM","Close Out","Approved - Closed","N","Gerardo","Victoria","DIRITO BROS ZCL","","2020 N MAIN ST, WALCR, CA "
"Y21-084","Planning Project","Design Review Residential","Yes","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","8/23/2021 2:10:12 PM","8/23/2021 12:00:00 AM","8/23/2021 12:00:00 AM","9/13/2021 12:00:00 AM","Intake Review","Application Accepted","N","Gerardo","Victoria","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Variance","No","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","8/23/2021 2:10:12 PM","8/23/2021 12:00:00 AM","8/23/2021 12:00:00 AM","9/13/2021 12:00:00 AM","Intake Review","Application Accepted","N","Gerardo","Victoria","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Variance","No","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","8/24/2021 10:30:14 AM","8/23/2021 12:00:00 AM","8/24/2021 12:00:00 AM","9/13/2021 12:00:00 AM","Engineering Review","No Comments","N","Ryan","Cook","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Design Review Residential","Yes","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","8/24/2021 10:30:14 AM","8/23/2021 12:00:00 AM","8/24/2021 12:00:00 AM","9/13/2021 12:00:00 AM","Engineering Review","No Comments","N","Ryan","Cook","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Variance","No","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","9/5/2021 1:43:42 PM","8/25/2021 12:00:00 AM","9/5/2021 12:00:00 AM","9/22/2021 12:00:00 AM","Planning Review","Comments","N","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Design Review Residential","Yes","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","9/5/2021 1:43:42 PM","8/25/2021 12:00:00 AM","9/5/2021 12:00:00 AM","9/22/2021 12:00:00 AM","Planning Review","Comments","N","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Variance","No","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","9/5/2021 1:43:53 PM","8/23/2021 12:00:00 AM","9/5/2021 12:00:00 AM","8/23/2021 12:00:00 AM","Traffic Engineering Review","No Comments","N","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Design Review Residential","Yes","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","9/5/2021 1:43:53 PM","8/23/2021 12:00:00 AM","9/5/2021 12:00:00 AM","8/23/2021 12:00:00 AM","Traffic Engineering Review","No Comments","N","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Variance","No","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","9/5/2021 1:43:59 PM","","9/5/2021 12:00:00 AM","9/5/2021 3:43:59 PM","CEQA Review","Project Exempt","Y","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Design Review Residential","Yes","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","9/5/2021 1:43:59 PM","","9/5/2021 12:00:00 AM","9/5/2021 3:43:59 PM","CEQA Review","Project Exempt","Y","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Design Review Residential","Yes","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","9/5/2021 1:44:04 PM","9/5/2021 12:00:00 AM","9/5/2021 12:00:00 AM","9/5/2021 12:00:00 AM","Consolidated Comments","Deemed Incomplete","N","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Variance","No","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","9/5/2021 1:44:04 PM","9/5/2021 12:00:00 AM","9/5/2021 12:00:00 AM","9/5/2021 12:00:00 AM","Consolidated Comments","Deemed Incomplete","N","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Design Review Residential","Yes","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","10/14/2021 4:21:12 PM","9/5/2021 12:00:00 AM","10/14/2021 12:00:00 AM","11/8/2021 12:00:00 AM","Resubmittal","Route for Review","N","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Variance","No","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","10/14/2021 4:21:12 PM","9/5/2021 12:00:00 AM","10/14/2021 12:00:00 AM","11/8/2021 12:00:00 AM","Resubmittal","Route for Review","N","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Design Review Residential","Yes","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","11/9/2021 4:28:53 PM","10/14/2021 12:00:00 AM","11/9/2021 12:00:00 AM","11/13/2021 12:00:00 AM","Planning Review","No Comments","N","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Variance","No","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","11/9/2021 4:28:53 PM","10/14/2021 12:00:00 AM","11/9/2021 12:00:00 AM","11/13/2021 12:00:00 AM","Planning Review","No Comments","N","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Design Review Residential","Yes","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","11/9/2021 4:29:01 PM","11/9/2021 12:00:00 AM","11/9/2021 12:00:00 AM","11/9/2021 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Variance","No","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","11/9/2021 4:29:01 PM","11/9/2021 12:00:00 AM","11/9/2021 12:00:00 AM","11/9/2021 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Design Review Residential","Yes","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","12/9/2021 9:30:33 AM","11/9/2021 12:00:00 AM","12/1/2021 12:00:00 AM","11/9/2021 12:00:00 AM","Staff Analysis","Set for Hearing","N","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Variance","No","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","12/9/2021 9:30:33 AM","11/9/2021 12:00:00 AM","12/1/2021 12:00:00 AM","11/9/2021 12:00:00 AM","Staff Analysis","Set for Hearing","N","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Design Review Residential","Yes","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","12/9/2021 9:30:54 AM","12/9/2021 12:00:00 AM","12/8/2021 12:00:00 AM","12/9/2021 12:00:00 AM","Zoning Administrator","Approved","N","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-084","Planning Project","Variance","No","Close Out","8/23/2021 12:00:00 AM","12/8/2021 12:00:00 AM","12/9/2021 9:30:54 AM","12/9/2021 12:00:00 AM","12/8/2021 12:00:00 AM","12/9/2021 12:00:00 AM","Zoning Administrator","Approved","N","Simar","Gill","PANG SFR ADDITION","","2605 BUENA VISTA AV, WALCR, CA "
"Y21-086","Planning Project","Design Review Commercial","Yes","Close Out","8/25/2021 12:00:00 AM","9/28/2021 12:00:00 AM","8/25/2021 10:34:01 AM","8/25/2021 12:00:00 AM","8/25/2021 12:00:00 AM","9/15/2021 12:00:00 AM","Intake Review","Application Accepted","N","Gerardo","Victoria","LA FONTAINE RESTAURANT FACADE REMODEL","","1375 BROADWAY N, WALCR, CA 94596"
"Y21-086","Planning Project","Design Review Commercial","Yes","Close Out","8/25/2021 12:00:00 AM","9/28/2021 12:00:00 AM","9/7/2021 2:06:59 PM","9/1/2021 12:00:00 AM","9/7/2021 12:00:00 AM","9/24/2021 12:00:00 AM","Planning Review","Comments","N","Simar","Gill","LA FONTAINE RESTAURANT FACADE REMODEL","","1375 BROADWAY N, WALCR, CA 94596"
"Y21-086","Planning Project","Design Review Commercial","Yes","Close Out","8/25/2021 12:00:00 AM","9/28/2021 12:00:00 AM","9/7/2021 2:07:17 PM","8/25/2021 12:00:00 AM","9/7/2021 12:00:00 AM","8/25/2021 12:00:00 AM","Traffic Engineering Review","No Comments","N","Simar","Gill","LA FONTAINE RESTAURANT FACADE REMODEL","","1375 BROADWAY N, WALCR, CA 94596"
"Y21-086","Planning Project","Design Review Commercial","Yes","Close Out","8/25/2021 12:00:00 AM","9/28/2021 12:00:00 AM","9/13/2021 8:57:49 AM","8/25/2021 12:00:00 AM","9/2/2021 12:00:00 AM","8/25/2021 12:00:00 AM","Engineering Review","No Comments","N","Simar","Gill","LA FONTAINE RESTAURANT FACADE REMODEL","","1375 BROADWAY N, WALCR, CA 94596"
"Y21-086","Planning Project","Design Review Commercial","Yes","Close Out","8/25/2021 12:00:00 AM","9/28/2021 12:00:00 AM","9/13/2021 8:58:01 AM","","9/13/2021 12:00:00 AM","9/13/2021 10:58:01 AM","CEQA Review","Project Exempt","Y","Simar","Gill","LA FONTAINE RESTAURANT FACADE REMODEL","","1375 BROADWAY N, WALCR, CA 94596"
"Y21-086","Planning Project","Design Review Commercial","Yes","Close Out","8/25/2021 12:00:00 AM","9/28/2021 12:00:00 AM","9/13/2021 8:58:14 AM","9/13/2021 12:00:00 AM","9/3/2021 12:00:00 AM","9/13/2021 12:00:00 AM","Consolidated Comments","Deemed Incomplete","N","Simar","Gill","LA FONTAINE RESTAURANT FACADE REMODEL","","1375 BROADWAY N, WALCR, CA 94596"
"Y21-086","Planning Project","Design Review Commercial","Yes","Close Out","8/25/2021 12:00:00 AM","9/28/2021 12:00:00 AM","9/13/2021 8:58:25 AM","9/13/2021 12:00:00 AM","9/9/2021 12:00:00 AM","10/4/2021 12:00:00 AM","Resubmittal","Route for Review","N","Simar","Gill","LA FONTAINE RESTAURANT FACADE REMODEL","","1375 BROADWAY N, WALCR, CA 94596"
"Y21-086","Planning Project","Design Review Commercial","Yes","Close Out","8/25/2021 12:00:00 AM","9/28/2021 12:00:00 AM","10/10/2021 10:41:21 AM","9/13/2021 12:00:00 AM","9/14/2021 12:00:00 AM","10/13/2021 12:00:00 AM","Planning Review","No Comments","N","Simar","Gill","LA FONTAINE RESTAURANT FACADE REMODEL","","1375 BROADWAY N, WALCR, CA 94596"
"Y21-086","Planning Project","Design Review Commercial","Yes","Close Out","8/25/2021 12:00:00 AM","9/28/2021 12:00:00 AM","10/10/2021 10:41:37 AM","10/10/2021 12:00:00 AM","9/14/2021 12:00:00 AM","10/10/2021 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Simar","Gill","LA FONTAINE RESTAURANT FACADE REMODEL","","1375 BROADWAY N, WALCR, CA 94596"
"Y21-086","Planning Project","Design Review Commercial","Yes","Close Out","8/25/2021 12:00:00 AM","9/28/2021 12:00:00 AM","10/10/2021 10:41:47 AM","10/10/2021 12:00:00 AM","9/14/2021 12:00:00 AM","10/10/2021 12:00:00 AM","Staff Analysis","Staff Level Decision","N","Simar","Gill","LA FONTAINE RESTAURANT FACADE REMODEL","","1375 BROADWAY N, WALCR, CA 94596"
"Y21-086","Planning Project","Design Review Commercial","Yes","Close Out","8/25/2021 12:00:00 AM","9/28/2021 12:00:00 AM","10/10/2021 10:42:07 AM","10/10/2021 12:00:00 AM","9/28/2021 12:00:00 AM","10/10/2021 12:00:00 AM","Staff Level Decision","Approved","N","Simar","Gill","LA FONTAINE RESTAURANT FACADE REMODEL","","1375 BROADWAY N, WALCR, CA 94596"
"Y21-088","Planning Project","Use Permit Administrative","Yes","Approved - Closed","9/1/2021 12:00:00 AM","10/28/2021 12:00:00 AM","9/1/2021 4:19:35 PM","9/1/2021 12:00:00 AM","9/1/2021 12:00:00 AM","9/22/2021 12:00:00 AM","Intake Review","Application Accepted","N","Gerardo","Victoria","ONIGILLY RESTAURANT AUP","","1372 LOCUST ST, WALCR, CA "
"Y21-088","Planning Project","Use Permit Administrative","Yes","Approved - Closed","9/1/2021 12:00:00 AM","10/28/2021 12:00:00 AM","9/24/2021 7:43:32 PM","9/8/2021 12:00:00 AM","9/24/2021 12:00:00 AM","10/1/2021 12:00:00 AM","Planning Review","Assigned - Notify Applicant","Y","Haley","Croffoot","ONIGILLY RESTAURANT AUP","","1372 LOCUST ST, WALCR, CA "
"Y21-088","Planning Project","Use Permit Administrative","Yes","Approved - Closed","9/1/2021 12:00:00 AM","10/28/2021 12:00:00 AM","9/24/2021 7:43:39 PM","9/24/2021 12:00:00 AM","9/24/2021 12:00:00 AM","10/1/2021 12:00:00 AM","Planning Review","Comments","N","Haley","Croffoot","ONIGILLY RESTAURANT AUP","","1372 LOCUST ST, WALCR, CA "
"Y21-088","Planning Project","Use Permit Administrative","Yes","Approved - Closed","9/1/2021 12:00:00 AM","10/28/2021 12:00:00 AM","9/24/2021 7:43:44 PM","9/1/2021 12:00:00 AM","9/24/2021 12:00:00 AM","9/1/2021 12:00:00 AM","Police Review","Comments","N","Haley","Croffoot","ONIGILLY RESTAURANT AUP","","1372 LOCUST ST, WALCR, CA "
"Y21-088","Planning Project","Use Permit Administrative","Yes","Approved - Closed","9/1/2021 12:00:00 AM","10/28/2021 12:00:00 AM","9/24/2021 7:43:56 PM","","9/24/2021 12:00:00 AM","9/24/2021 9:43:56 PM","CEQA Review","Project Exempt","Y","Haley","Croffoot","ONIGILLY RESTAURANT AUP","","1372 LOCUST ST, WALCR, CA "
"Y21-088","Planning Project","Use Permit Administrative","Yes","Approved - Closed","9/1/2021 12:00:00 AM","10/28/2021 12:00:00 AM","9/24/2021 7:44:02 PM","9/24/2021 12:00:00 AM","9/24/2021 12:00:00 AM","9/24/2021 12:00:00 AM","Consolidated Comments","Deemed Incomplete","N","Haley","Croffoot","ONIGILLY RESTAURANT AUP","","1372 LOCUST ST, WALCR, CA "
"Y21-088","Planning Project","Use Permit Administrative","Yes","Approved - Closed","9/1/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 2:30:22 PM","9/24/2021 12:00:00 AM","10/8/2021 12:00:00 AM","10/15/2021 12:00:00 AM","Resubmittal","Route for Review","N","Haley","Croffoot","ONIGILLY RESTAURANT AUP","","1372 LOCUST ST, WALCR, CA "
"Y21-088","Planning Project","Use Permit Administrative","Yes","Approved - Closed","9/1/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 2:30:46 PM","10/28/2021 12:00:00 AM","10/11/2021 12:00:00 AM","11/27/2021 12:00:00 AM","Planning Review","No Comments","N","Haley","Croffoot","ONIGILLY RESTAURANT AUP","","1372 LOCUST ST, WALCR, CA "
"Y21-088","Planning Project","Use Permit Administrative","Yes","Approved - Closed","9/1/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 2:31:01 PM","10/28/2021 12:00:00 AM","10/11/2021 12:00:00 AM","10/28/2021 12:00:00 AM","Consolidated Comments","Deemed Complete","N","Haley","Croffoot","ONIGILLY RESTAURANT AUP","","1372 LOCUST ST, WALCR, CA "
"Y21-088","Planning Project","Use Permit Administrative","Yes","Approved - Closed","9/1/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 2:31:16 PM","10/28/2021 12:00:00 AM","10/11/2021 12:00:00 AM","10/28/2021 12:00:00 AM","Staff Analysis","Staff Level Decision","N","Haley","Croffoot","ONIGILLY RESTAURANT AUP","","1372 LOCUST ST, WALCR, CA "
"Y21-088","Planning Project","Use Permit Administrative","Yes","Approved - Closed","9/1/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 2:31:24 PM","10/28/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 12:00:00 AM","Staff Level Decision","Approved","N","Haley","Croffoot","ONIGILLY RESTAURANT AUP","","1372 LOCUST ST, WALCR, CA "
"Y21-088","Planning Project","Use Permit Administrative","Yes","Approved - Closed","9/1/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 2:31:30 PM","10/28/2021 12:00:00 AM","10/28/2021 12:00:00 AM","10/28/2021 12:00:00 AM","Close Out","Approved - Closed","N","Haley","Croffoot","ONIGILLY RESTAURANT AUP","","1372 LOCUST ST, WALCR, CA "
"Y21-089","Planning Project","Design Review Commercial","Yes","Close Out","9/2/2021 12:00:00 AM","11/11/2021 12:00:00 AM","9/2/2021 3:33:40 PM","9/2/2021 12:00:00 AM","9/2/2021 12:00:00 AM","9/23/2021 12:00:00 AM","Intake Review","Application Accepted","N","Gerardo","Victoria","TARGET DRIVEUP PARKING LOT RESTRIPING","","1871 N MAIN ST, WALCR, CA "
"Y21-089","Planning Project","Design Review Commercial","Yes","Close Out","9/2/2021 12:00:00 AM","11/11/2021 12:00:00 AM","9/16/2021 10:04:12 AM","9/13/2021 12:00:00 AM","9/16/2021 12:00:00 AM","9/23/2021 12:00:00 AM","Traffic Engineering Review","No Comments","N","YunNa","Rhee","TARGET DRIVEUP PARKING LOT RESTRIPING","","1871 N MAIN ST, WALCR, CA "
"Y21-089","Planning Project","Design Review Commercial","Yes","Close Out","9/2/2021 12:00:00 AM","11/11/2021 12:00:00 AM","9/20/2021 11:45:44 AM","9/13/2021 12:00:00 AM","9/20/2021 12:00:00 AM","9/23/2021 12:00:00 AM","Building Review","No Comments","N","Sarah","Dankberg","TARGET DRIVEUP PARKING LOT RESTRIPING","","1871 N MAIN ST, WALCR, CA "
